anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
18063,Tiger Mask Fuku Men League Sen,Tiger Mask: War against the League of Masked Wrestlers,タイガーマスク ふく面リーグ戦,6.07,Sports,Summary of episode 23 to 26.,Movie,1.0,"Jul 19, 1970",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Manga,53 min,PG-13 - Teens 13 or older,8522.0,12699,1,250.0,981,https://cdn.myanimelist.net/images/anime/7/47979.jpg
18071,Chalk-iro no People,UNKNOWN,チョーク色のピープル,UNKNOWN,Romance,"An OVA with five short episodes from Seizou Watase's romantic manga:
""Building Without Tide""
""Brother and Sister""
""Sometimes I'm Happy""
""I've Saved the Sidecar for You""
""The Santa Quartet""",OVA,1.0,"Oct 5, 1988",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,54 min,PG-13 - Teens 13 or older,15113.0,15324,0,UNKNOWN,455,https://cdn.myanimelist.net/images/anime/11/48001.jpg
18081,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,Korokoro Kuririn in The Country Mouse and the Town Mouse,コロコロクリリンの田舎のネズミ 都会のネズミ,5.61,Fantasy,Sanrio's version of The Country Mouse and the City Mouse.,OVA,1.0,"Oct 26, 2001",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Book,7 min,G - All Ages,10420.0,16193,0,117.0,377,https://cdn.myanimelist.net/images/anime/5/48597.jpg
18083,Hello Kitty no Kurumi Wari Ningyou,Hello Kitty in The Nutcracker,ハローキティのくるみ割り人形,5.73,Fantasy,Hello Kitty version of The Nutcracker.,OVA,1.0,"Oct 26, 2001",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,15 min,G - All Ages,9954.0,14803,0,161.0,517,https://cdn.myanimelist.net/images/anime/2/48017.jpg
18085,Hello Kitty no Hakuchou no Ouji,Hello Kitty in Swan Princess,ハローキティの白鳥の王子,5.74,Fantasy,Hello Kitty's version of The Swan Princess.,OVA,1.0,"Sep 21, 2001",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,15 min,G - All Ages,9933.0,14203,0,199.0,611,https://cdn.myanimelist.net/images/anime/12/48019.jpg
18087,Kero Kero Keroppi no Bouken: Pink no Kinoko,Keroppi in Find the Pink Mushroom,けろけろけろっぴの大冒険~ピンクのきのこ,5.61,Fantasy,In search of a pink mushroom to heal a brother's sickness.,OVA,1.0,"Jun 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,10 min,G - All Ages,10414.0,15181,0,145.0,470,https://cdn.myanimelist.net/images/anime/9/48021.jpg
18095,Nourin,No-Rin,のうりん,6.75,"Comedy, Romance, Ecchi","Idol-obsessed Kousaku Hata is left devastated when his favorite, Yuka Kusakabe, unexpectedly announces her retirement at the peak of an illustrious career. As Yuka’s biggest fan, this news proves to be more difficult than he can bear. Shaken to his very core, he sinks into depression and places himself in self-imposed isolation. However, on the day his friends managed to convince him to attend school again, he gets a pleasant surprise.

It turns out that his beloved idol, under the guise of Ringo Kinoshita, has transferred into his class. This miraculous development fills Kousaku with newfound resolve, as he dedicates himself to take advantage of the once-in-a-lifetime opportunity. With the support of his teacher and friends, Kousaku works toward getting close to the girl of his dreams and uncovering the reason for her retirement from the entertainment industry.",TV,12.0,"Jan 11, 2014 to Mar 29, 2014",winter 2014,Finished Airing,Frontier Works,Funimation,SILVER LINK.,Light novel,24 min per ep,PG-13 - Teens 13 or older,5092.0,1187,272,77484.0,185648,https://cdn.myanimelist.net/images/anime/6/57563.jpg
18097,Inazuma Eleven Go: Galaxy,UNKNOWN,イナズマイレブンＧＯ ギャラクシー,6.64,Sports,"After fighting to free the game of soccer in Japan from the Fifth Sector, the country's soccer squads can once again look forward to stepping onto the field. However, a new challenge will emerge for Japanese players in the form of the Football Frontier International Vision 2, a new tournament that will bring together the best teams each country can assemble.

Tenma Matsukaze and his Raimon teammates, Takuto Shindou and Kyousuke Tsurugi, are once again part of the action as they have been selected to play for the Japanese representative, Inazuma Japan. Much to their surprise, the coach selects eight other players that have no previous experience playing soccer!

Team Inazuma Japan will have a huge mountain to climb, building chemistry and skills as they go along. What they don’t know is that the tournament will set the stage for something much bigger, something out of this world in Inazuma Eleven Go: Galaxy!",TV,43.0,"May 8, 2013 to Mar 19, 2014",spring 2013,Finished Airing,UNKNOWN,UNKNOWN,OLM,Game,23 min per ep,G - All Ages,5656.0,3009,101,27217.0,46671,https://cdn.myanimelist.net/images/anime/2/49743.jpg
18099,Recorder to Randoseru Mi☆,Recorder and Randsell Mi,リコーダーとランドセル ミ☆,6.61,"Comedy, Slice of Life",Third season of Recorder to Randoseru.,TV,12.0,"Jul 8, 2013 to Sep 23, 2013",summer 2013,Finished Airing,Takeshobo,UNKNOWN,Seven,4-koma manga,3 min per ep,PG-13 - Teens 13 or older,5769.0,4302,7,12397.0,22947,https://cdn.myanimelist.net/images/anime/6/50651.jpg
18109,Glass no Kamen desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,UNKNOWN,ガラスの仮面ですが THE MOVIE 女スパイの恋! 紫のバラは危険な香り!?,5.43,Comedy,New Glass no Kamen movie.,Movie,1.0,"Jun 22, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,DLE,Manga,52 min,PG-13 - Teens 13 or older,10998.0,12524,1,229.0,1033,https://cdn.myanimelist.net/images/anime/2/67009.jpg
18115,Magi: The Kingdom of Magic,Magi: The Kingdom of Magic,マギ The kingdom of magic,8.22,"Action, Adventure, Fantasy","After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. Hakuryuu and Kougyoku are ordered to go back to their home country, the Kou Empire. Meanwhile Aladdin announces he needs to head for Magnostadt—a mysterious country ruled by magicians—to investigate the mysterious events occurring in this new kingdom and become more proficient in magic. For their part, encouraged by Aladdin's words, Alibaba and Morgiana also set off in pursuit of their own goals: training and going to her homeland, respectively.

Magi: The Kingdom of Magic follows these friends as they all go about their separate adventures, each facing their own challenges. However, a new threat begins to rise as a great war looms over the horizon...",TV,25.0,"Oct 6, 2013 to Mar 30, 2014",fall 2013,Finished Airing,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,25 min per ep,PG-13 - Teens 13 or older,322.0,201,7595,443999.0,814514,https://cdn.myanimelist.net/images/anime/13/55039.jpg
18119,Servant x Service,Servant x Service,サーバント×サービス,7.63,"Comedy, Slice of Life","Frustrating, insufficient, and irritating is how most citizens would describe civil servants. However, three new employees are about to discover what really happens behind the scenes. Lucy Yamagami, bent on revenge against the civil servant who allowed her comically long name to be put on her birth certificate; Yutaka Hasebe, an easygoing guy always on the lookout for a place to slack off; and Saya Miyoshi, a nervous first-time worker, are about to experience the underwhelming satisfaction of being government employees. 

They are supposed to be trained by Taishi Ichimiya, but he has no idea how to do so, even though he has worked there for eight years. With an incompetent senior colleague and unfavorable confrontations with clients, the trio starts to lose faith in their chosen occupation but encourage each other to do their best.",TV,13.0,"Jul 6, 2013 to Sep 28, 2013",summer 2013,Finished Airing,"Aniplex, Half H.P Studio, Asahi Broadcasting",Aniplex of America,A-1 Pictures,4-koma manga,23 min per ep,PG-13 - Teens 13 or older,1302.0,1043,679,93674.0,215258,https://cdn.myanimelist.net/images/anime/13/51579.jpg
18121,Teekyuu 2,Teekyu 2,てーきゅう ２期,6.68,Comedy,Second season of Teekyu series.,TV,12.0,"Jul 7, 2013 to Sep 22, 2013",summer 2013,Finished Airing,"DAX Production, Earth Star Entertainment",UNKNOWN,MAPPA,Manga,2 min per ep,PG-13 - Teens 13 or older,5418.0,3754,22,17940.0,30842,https://cdn.myanimelist.net/images/anime/1432/98659.jpg
18133,Ikeike! Momon-chan,UNKNOWN,いけいけ！ももんちゃん,5.36,Comedy,"Ikeike! Momon-chan is a series of shorts created to promote the Omote Sando upscale shopping center in Tokyo.

Each episode typically focuses on the comedic interactions between Momon-chan, the peach girl and Tanu, the tanuki, as they discuss everything from horoscopes, to Christmas, to tools that reference Doraemon, to traditional Japanese New Year’s games, and much much more.",TV,15.0,"Nov 28, 2012 to Mar 28, 2013",fall 2012,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min per ep,G - All Ages,11204.0,12992,0,424.0,897,https://cdn.myanimelist.net/images/anime/7/48719.jpg
18137,Train Heroes,UNKNOWN,トレインヒーロー,UNKNOWN,UNKNOWN,"2100A.D. The world has entered a new age of super high-speed railways. The World Railway Conference has introduced the Laser Rail, a whole new form of travel in which trains are no longer confined to the ground.

To operate on the Laser Rail, the Train Base is established. Here, trains from across the globe, installed with artificial intelligences and robot bodies. Thus the Train Heroes are born.

Within the Train Base, these Train Heroes undergo strict training sessions. On occasion, they are called upon to assist in disaster rescue and relief.

(Source: AniDB)",TV,26.0,"Apr 2, 2013 to Sep 26, 2013",spring 2013,Finished Airing,TV Tokyo,UNKNOWN,UNKNOWN,Unknown,24 min per ep,G - All Ages,13069.0,14778,7,UNKNOWN,521,https://cdn.myanimelist.net/images/anime/12/48709.jpg
18139,Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,となりの関くん,7.54,Comedy,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki's worries, as he obsesses over intricate setups created using an assortment of items, from an elaborate domino course on his desk to a treacherous war played out with shogi pieces. Yokoi desperately attempts to focus in class, only to be repeatedly sucked into his intriguing eccentricities; however, they always seem to end up with her getting in trouble with their teacher. Fortunately, lessons will never be dull with Seki's antics around!",TV,21.0,"Jan 6, 2014 to May 26, 2014",winter 2014,Finished Airing,"Starchild Records, Media Factory",Sentai Filmworks,Shin-Ei Animation,Manga,7 min per ep,G - All Ages,1586.0,1007,633,103802.0,223829,https://cdn.myanimelist.net/images/anime/9/55489.jpg
18149,Ishida to Asakura Special,UNKNOWN,石田とあさくら,4.88,Comedy,A bonus episode aired on Tokyo MX a week after episode 12. Asakura asks why they're still there when the anime was supposed to end last week.,Special,1.0,"Mar 31, 2013",UNKNOWN,Finished Airing,DAX Production,UNKNOWN,Hotline,Manga,1 min,PG-13 - Teens 13 or older,12102.0,9105,1,1963.0,3388,https://cdn.myanimelist.net/images/anime/10/73662.jpg
18151,Saimin Jutsu Zero,UNKNOWN,催眠術ZERO,6.27,Hentai,"Murakoshi Shinta appears to be just a doctor at a school, but secretly he has been taking advantage of his position to hypnotize any female student he likes. Now, after putting all of his targets under his control, he begins to turn the unfortunate girls into his sex slaves...

(Source: AniDB)",OVA,2.0,"May 17, 2013 to Sep 6, 2013",UNKNOWN,Finished Airing,"Milky Animation Label, MS Pictures",SoftCel Pictures,Studio Eromatick,Visual novel,21 min per ep,Rx - Hentai,UNKNOWN,7594,5,2017.0,5660,https://cdn.myanimelist.net/images/anime/3/49153.jpg
18153,Kyoukai no Kanata,Beyond the Boundary,境界の彼方,7.73,"Action, Fantasy","Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.",TV,12.0,"Oct 3, 2013 to Dec 19, 2013",fall 2013,Finished Airing,"Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min per ep,PG-13 - Teens 13 or older,1074.0,121,11761,535011.0,1127118,https://cdn.myanimelist.net/images/anime/3/85468.jpg
18155,Line Town,Line Town,ラインタウン,6.15,Comedy,"Featuring characters from NHN's popular app such as Moon, Brown, Connie, James, Jessica, and Sally living  happily together in Line Town.",TV,50.0,"Apr 3, 2013 to Mar 26, 2014",spring 2013,Finished Airing,Shogakukan Music & Digital Entertainment,UNKNOWN,UNKNOWN,Other,24 min per ep,PG-13 - Teens 13 or older,8109.0,12812,5,207.0,946,https://cdn.myanimelist.net/images/anime/10/50679.jpg
18177,Yowamushi Pedal: Special Ride,UNKNOWN,弱虫ペダル SPECIAL RIDE,7.35,Sports,"Sakamichi Onoda is an otaku who just wants to find more people to join the recently disbanded anime club with him. However, when a couple cyclists spy his skill in riding the bulky mamachari bike he's had since youth, they attempt to convince him to join the bicycle racing club instead. 

An OVA bundled with the 29th volume of the manga.",OVA,1.0,"Aug 8, 2013",UNKNOWN,Finished Airing,TOHO animation,UNKNOWN,TMS Entertainment,Manga,20 min,PG-13 - Teens 13 or older,2299.0,4660,12,9224.0,19174,https://cdn.myanimelist.net/images/anime/1702/135425.jpg
18179,Yowamushi Pedal,Yowamushi Pedal,弱虫ペダル,7.94,Sports,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade.
 
This is when he meets fellow first year student, Shunsuke Imaizumi, a determined cyclist who is using the school's steep incline for practice. Surprised by Onoda's ability to climb the hill with his specific type of bicycle, Imaizumi challenges him to a race, with the proposition of joining the anime club should Onoda win. And thus begins the young boy's first foray into the world of high school bicycle racing!",TV,38.0,"Oct 8, 2013 to Jul 1, 2014",fall 2013,Finished Airing,"TV Tokyo, MediaNet, TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,656.0,993,2275,112886.0,225986,https://cdn.myanimelist.net/images/anime/5/53211.jpg
